37636,Short,0,-10032.00,520.0000,0.006300,0.015400,100000.000000,0.005320,0.002724,0.000266,0.084091,0.157102,0.179261,0.079545,0.002273,0.022159,0.019318,0.058239,0.252557,0.080398,0.015341,0.032670,0.017045,0.000349,0.758190,0.000058,24.026475,0.000100,-0.001700,-0.002600,-0.002900,-0.011700,0.003900,
37642,Short,0,-4686.00,350.0000,0.005500,0.010500,100000.000000,0.004040,0.001814,0.000432,0.055882,0.037745,0.025490,0.180882,0.088725,0.029902,0.092647,0.079902,0.071569,0.125490,0.041667,0.146569,0.023529,0.000850,0.530164,0.000042,41.761787,0.002800,0.001800,-0.000300,0.000600,-0.004400,0.000200,
37643,Short,0,-2556.00,340.0000,0.005200,0.010500,100000.000000,0.004680,0.002278,0.000500,0.162287,0.089645,0.021252,0.042504,0.028980,0.043277,0.143354,0.005023,0.058733,0.081917,0.022411,0.195131,0.105487,0.002274,0.490865,0.000055,34.455621,0.000500,0.004600,0.002100,0.001800,-0.002600,0.001400,
37644,Long,0,-1482.00,255.0000,0.006800,0.008100,100000.000000,0.004460,0.002525,0.000552,0.109453,0.069652,0.072554,0.070066,0.019486,0.017413,0.032753,0.055556,0.047678,0.055141,0.068823,0.145937,0.235489,0.001340,0.867434,0.000113,28.811293,0.002200,0.000100,0.000600,0.000100,-0.000500,0.000400,
37648,Short,0,-6042.00,555.0000,0.006400,0.009100,100000.000000,0.004860,0.003401,0.000651,0.063697,0.039759,0.015404,0.023522,0.087011,0.028102,0.063281,0.115737,0.132390,0.144671,0.230225,0.051207,0.004996,0.002470,0.582951,0.000048,11.304335,0.002300,-0.003100,-0.001000,-0.002700,-0.003700,0.002200,
37651,Short,0,-11020.00,650.0000,0.003900,0.009600,100000.000000,0.004860,0.003121,0.000795,0.013124,0.024210,0.013889,0.023955,0.083716,0.160168,0.161060,0.397426,0.042813,0.054536,0.020005,0.002548,0.002548,0.000898,0.586655,0.000022,15.665618,0.002600,-0.000800,0.002000,0.000000,-0.000800,0.000000,
37652,Short,0,-10070.00,600.0000,0.004400,0.009600,100000.000000,0.004280,0.001521,0.000834,0.276534,0.056962,0.030428,0.046008,0.033350,0.084713,0.076680,0.104430,0.048199,0.035297,0.020448,0.012658,0.174294,0.001490,0.105539,0.000013,7.498562,-0.000500,0.002100,-0.001000,0.001000,-0.001300,0.001100,
37655,Short,0,-9120.00,340.0000,0.004200,0.009600,100000.000000,0.004560,0.001660,0.000879,0.069323,0.115175,0.019651,0.004367,0.068231,0.069869,0.021834,0.080786,0.212336,0.052402,0.175218,0.049672,0.061135,0.001505,0.204567,0.000025,14.362369,0.003100,0.002700,0.003400,0.002400,0.001900,0.001600,
37656,Long,1,15904.00,350.0000,0.004800,0.008700,100000.000000,0.004140,0.001245,0.000922,0.018724,0.059986,0.046117,0.050277,0.016297,0.085645,0.265950,0.087032,0.095354,0.255201,0.001387,0.018031,0.001000,0.000204,0.913654,0.000079,15.907956,0.002000,-0.001400,0.001500,-0.001700,-0.002400,0.001300,
37656,Long,1,13908.00,475.0000,0.006500,0.008700,100000.000000,0.004140,0.001245,0.000922,0.082839,0.053412,0.040307,0.086795,0.068744,0.049703,0.033136,0.069486,0.189664,0.083828,0.126607,0.101632,0.013848,0.000741,0.930312,0.000077,9.140548,0.003700,0.000300,0.001500,-0.001700,-0.000700,0.001300,
