39034,Long,0,-6106.00,250.0000,0.520000,1.220000,1000.000000,0.524000,0.191583,0.026200,0.164773,0.111648,0.119886,0.001000,0.001000,0.116477,0.028409,0.375568,0.015625,0.055114,0.009375,0.001000,0.003125,-0.017500,0.690588,0.011815,22.878151,0.100000,0.400000,0.100000,0.280000,0.100000,0.000000,
39035,Short,1,18034.00,510.0000,0.560000,1.220000,1000.000000,0.524000,0.191583,0.026200,0.000907,0.000330,0.038931,0.015094,0.040416,0.146239,0.250000,0.091966,0.048004,0.059386,0.130650,0.108380,0.069696,0.359213,0.000448,0.000142,34.928297,-0.100000,-0.280000,-0.140000,-0.440000,-0.800000,0.560000,
39036,Long,1,3384.00,550.0000,0.940000,1.200000,1000.000000,0.608000,0.197828,0.033400,0.333333,0.077599,0.001000,0.001000,0.027330,0.049170,0.105173,0.216325,0.049048,0.044778,0.059175,0.038067,0.001000,0.062559,0.862936,0.012949,11.796406,0.000000,0.140000,-0.220000,-0.280000,0.000000,0.100000,
39036,Long,0,-13206.00,355.0000,0.480000,0.940000,1000.000000,0.648000,0.237521,0.042800,0.199676,0.139494,0.165980,0.167599,0.028693,0.050177,0.077398,0.048705,0.057534,0.004414,0.022955,0.037375,0.001000,-0.016278,0.932675,0.009845,20.863433,0.060000,0.060000,0.520000,0.300000,0.060000,0.360000,
39036,Short,1,16614.00,475.0000,0.520000,0.940000,1000.000000,0.648000,0.237521,0.042800,0.034735,0.090311,0.008336,0.023712,0.098555,0.058077,0.032697,0.147740,0.109300,0.112079,0.075584,0.110689,0.098185,0.403775,0.178053,-0.002958,17.237662,-0.480000,-0.260000,-0.060000,-0.060000,-0.480000,0.120000,
39037,Short,1,2592.00,660.0000,0.760000,0.940000,1000.000000,0.648000,0.237521,0.042800,0.063878,0.125166,0.036321,0.040505,0.064409,0.048473,0.041899,0.087384,0.085657,0.122045,0.111819,0.102058,0.070385,0.208549,0.299196,0.004336,16.129430,-0.240000,-0.020000,-0.060000,-0.060000,-0.240000,0.120000,
39037,Long,0,-7526.00,465.0000,0.580000,1.000000,1000.000000,0.668000,0.337378,0.050400,0.070072,0.023357,0.001000,0.001000,0.082264,0.081622,0.403491,0.072767,0.176463,0.063142,0.009369,0.014630,0.002823,0.200226,0.277502,0.003070,14.126282,-0.220000,-0.160000,-0.040000,0.200000,-0.220000,0.000000,
39038,Short,1,6432.00,650.0000,0.700000,1.000000,1000.000000,0.668000,0.337378,0.050400,0.010381,0.028547,0.022837,0.133391,0.023529,0.172751,0.202509,0.199481,0.091263,0.010121,0.057958,0.047232,0.001000,0.332044,0.059076,0.001287,15.207292,0.160000,-0.080000,0.220000,0.160000,-0.080000,0.580000,
39038,Long,0,-10366.00,340.0000,0.580000,1.060000,1000.000000,0.756000,0.345624,0.058800,0.135258,0.002280,0.001000,0.101444,0.291603,0.078647,0.022796,0.081117,0.077888,0.062690,0.003799,0.085486,0.056991,0.079233,0.538924,0.008868,15.039132,-0.420000,-0.640000,-0.160000,-0.460000,-0.640000,0.240000,
39045,Short,0,-10366.00,295.0000,0.600000,1.500000,1000.000000,0.660000,0.387938,0.083400,0.136281,0.028397,0.041753,0.028786,0.199040,0.113460,0.003631,0.001000,0.001000,0.001000,0.001000,0.001000,0.448651,0.007899,0.826539,0.019771,18.088704,0.320000,0.560000,0.160000,0.440000,-0.460000,0.040000,
39048,Short,0,-3266.00,500.0000,0.460000,1.040000,1000.000000,0.512000,0.174539,0.095800,0.050643,0.059858,0.159959,0.461025,0.154379,0.039398,0.003635,0.002029,0.025617,0.019445,0.022912,0.001099,0.001000,0.069708,0.380823,0.003007,9.046446,0.100000,-0.040000,0.280000,0.100000,-0.040000,0.160000,
39049,Long,0,-10366.00,525.0000,0.480000,1.100000,1000.000000,0.548000,0.211054,0.101600,0.252925,0.068944,0.014706,0.000316,0.001898,0.135990,0.126898,0.088314,0.156388,0.081278,0.063725,0.008618,0.001000,0.179658,0.212773,0.003131,10.186723,0.180000,-0.080000,0.280000,0.080000,-0.340000,0.340000,
39051,Short,1,71994.00,630.0000,0.560000,0.840000,1000.000000,0.548000,0.214513,0.106400,0.017506,0.006835,0.021703,0.015468,0.029137,0.153118,0.320863,0.244125,0.074101,0.083933,0.005156,0.018465,0.009592,0.292375,0.007715,0.000327,4.269360,0.120000,-0.160000,0.040000,-0.140000,-0.160000,0.140000,
39051,Short,0,-11016.00,255.0000,1.060000,0.840000,1000.000000,0.584000,0.259846,0.112600,0.083619,0.435249,0.282590,0.196827,0.001000,0.001000,0.001000,0.001000,0.001000,0.001000,0.001000,0.001000,0.001715,0.089591,0.505599,0.005775,4.320458,0.100000,0.280000,-0.340000,-0.300000,0.000000,0.000000,
39055,Long,0,-5976.00,590.0000,0.980000,1.060000,1000.000000,0.676000,0.279142,0.123200,0.054715,0.085208,0.090326,0.126442,0.029556,0.032656,0.013697,0.017950,0.112457,0.103806,0.262687,0.067834,0.002667,0.539852,0.346282,0.005510,7.763301,0.320000,0.660000,0.400000,0.300000,0.320000,0.340000,
39059,Long,0,-10296.00,510.0000,1.000000,0.980000,1000.000000,0.512000,0.274226,0.148800,0.086048,0.120042,0.001000,0.004131,0.068815,0.060907,0.127125,0.176346,0.246105,0.017823,0.001000,0.001000,0.092658,0.322727,0.340426,0.007273,5.049293,0.320000,0.200000,-0.360000,-0.260000,-0.080000,0.480000,
