37040,Short,0,-11921.00,375.0000,0.218750,0.000000,1000.000000,0.000000,0.000000,0.000000,0.050932,0.047696,0.236814,0.153953,0.442065,0.068404,0.000135,0.001000,0.001000,0.001000,0.001000,0.001000,0.001000,0.060658,0.438509,0.001448,100.000000,-51.656250,-51.656250,-51.875000,-51.875000,-51.656250,0.093750,
37040,Long,0,-9077.25,430.0000,0.218750,0.000000,1000.000000,0.000000,0.000000,0.000000,0.106108,0.381045,0.202185,0.216424,0.058855,0.028912,0.006470,0.001000,0.001000,0.001000,0.001000,0.001000,0.001000,0.145482,0.270041,-0.000986,100.000000,51.875000,51.875000,51.656250,51.656250,51.875000,0.125000,
37040,Long,0,-10338.50,635.0000,0.687500,0.000000,1000.000000,0.000000,0.000000,0.000000,0.051532,0.055754,0.017477,0.008000,0.189528,0.255018,0.178882,0.156428,0.038745,0.031822,0.016814,0.001000,0.001000,0.382949,0.023495,-0.000352,100.000000,52.125000,52.125000,51.437500,51.437500,52.125000,0.343750,
37049,Short,1,757.50,720.0000,1.093750,2.468750,1000.000000,0.893750,0.348546,0.061562,0.028153,0.058368,0.013736,0.052617,0.363660,0.057207,0.020034,0.012930,0.009443,0.179686,0.193912,0.010254,0.001000,0.553126,0.222508,0.002258,23.133175,0.312500,0.062500,-0.187500,-0.187500,-1.562500,0.250000,
37053,Long,0,-6026.00,645.0000,0.906250,1.218750,1000.000000,0.718750,0.404853,0.078125,0.109395,0.084860,0.138526,0.082412,0.133687,0.072212,0.064736,0.095498,0.071046,0.057654,0.055836,0.007963,0.026176,0.339548,0.768453,0.004564,8.912693,0.343750,-0.312500,0.000000,-0.125000,-0.312500,0.156250,
37054,Long,0,-6026.00,655.0000,0.718750,1.218750,1000.000000,0.818750,0.473352,0.088125,0.039941,0.029267,0.067656,0.245623,0.200998,0.108800,0.171569,0.023825,0.012612,0.053705,0.041448,0.004556,0.001000,0.297993,0.378573,0.002476,15.526811,0.281250,0.718750,0.562500,0.562500,0.062500,0.125000,
37055,Short,0,-10338.50,490.0000,0.843750,1.375000,1000.000000,0.812500,0.484284,0.096250,0.097554,0.114198,0.096954,0.034949,0.130772,0.111719,0.051101,0.006016,0.049100,0.055340,0.185435,0.045787,0.021076,0.478449,0.155802,0.001591,18.978633,-0.093750,-0.656250,-0.125000,-0.500000,-0.656250,0.312500,
37056,Long,0,-10338.50,505.0000,0.625000,1.500000,1000.000000,0.862500,0.484284,0.104688,0.182627,0.058099,0.318935,0.243491,0.019483,0.001770,0.038327,0.099581,0.037620,0.000067,0.001000,0.001000,0.001000,0.330481,0.486866,0.002636,16.353213,0.187500,0.312500,0.406250,0.500000,0.187500,0.000000,
37057,Long,0,-10338.50,500.0000,0.687500,1.687500,1000.000000,0.768750,0.306186,0.110937,0.075931,0.122995,0.062498,0.215842,0.035337,0.172847,0.143816,0.066487,0.032198,0.015198,0.056853,0.001000,0.001000,0.341493,0.234729,0.001986,10.676443,0.187500,0.375000,0.125000,0.531250,0.187500,0.187500,
37057,Short,1,9786.50,600.0000,0.812500,1.687500,1000.000000,0.768750,0.306186,0.110937,0.062189,0.036244,0.025839,0.016569,0.151486,0.082699,0.062054,0.086242,0.066636,0.236285,0.088980,0.074389,0.010388,0.470866,0.085748,-0.001331,10.609422,0.000000,-0.406250,-0.187500,-0.375000,-1.062500,0.500000,
37062,Long,0,-10338.50,740.0000,0.625000,1.468750,1000.000000,0.750000,0.279927,0.133750,0.068986,0.057424,0.018533,0.077726,0.187793,0.128326,0.099806,0.085271,0.171446,0.104689,0.001000,0.001000,0.001000,0.315126,0.378575,0.001570,9.754618,0.500000,0.437500,0.656250,0.312500,-0.187500,0.062500,
37063,Long,0,-7463.50,560.0000,0.781250,1.468750,1000.000000,0.706250,0.297778,0.140000,0.130315,0.139015,0.123726,0.111868,0.116000,0.124847,0.137036,0.046641,0.020384,0.006701,0.012920,0.029231,0.001314,0.237376,0.848907,0.006001,5.014673,0.437500,0.937500,0.281250,0.937500,0.250000,0.000000,
37063,Short,0,-10338.50,780.0000,0.843750,1.468750,1000.000000,0.706250,0.297778,0.140000,0.073659,0.030801,0.118092,0.033307,0.102349,0.075086,0.060227,0.046162,0.084978,0.066192,0.077340,0.045241,0.186567,0.542508,0.388177,-0.003369,8.714646,-0.281250,-0.937500,-0.500000,-1.000000,-0.937500,0.843750,
37068,Short,0,-180.00,830.0000,1.156250,2.250000,1000.000000,0.712500,0.294082,0.161563,0.147060,0.105590,0.067903,0.025803,0.058820,0.122940,0.112213,0.047827,0.032037,0.125451,0.092503,0.060891,0.000964,0.263412,0.698846,0.006226,7.894785,0.843750,0.437500,0.125000,0.156250,-0.937500,0.125000,
37070,Long,0,-10338.50,510.0000,0.718750,1.312500,1000.000000,0.825000,0.557267,0.181250,0.027360,0.127655,0.001000,0.065090,0.184685,0.160330,0.132132,0.030151,0.154903,0.098046,0.018625,0.001023,0.001000,0.270317,0.458821,0.002675,6.349613,0.187500,-0.156250,0.281250,0.281250,-0.312500,0.062500,
37070,Short,1,9195.00,740.0000,1.312500,1.312500,1000.000000,0.825000,0.557267,0.181250,0.005047,0.091087,0.121573,0.003326,0.010876,0.040498,0.025746,0.048654,0.088909,0.096487,0.210485,0.199006,0.058304,0.777649,0.024879,0.000781,7.541204,0.312500,0.312500,-0.187500,0.156250,0.312500,0.656250,
37071,Short,0,-17526.00,550.0000,1.031250,1.843750,1000.000000,0.962500,0.562986,0.196563,0.035302,0.028892,0.001000,0.037496,0.070648,0.113308,0.082062,0.114820,0.222164,0.095658,0.070397,0.007922,0.121331,0.548306,0.564208,0.004616,5.047492,0.718750,1.250000,1.218750,1.031250,0.718750,0.093750,
37081,Long,1,6911.50,755.0000,0.625000,1.437500,1000.000000,0.912500,0.646686,0.242188,0.118403,0.104176,0.113536,0.205221,0.167277,0.127722,0.097030,0.047701,0.017009,0.001925,0.001000,0.001000,0.001000,0.233687,0.151349,0.001243,2.893406,0.312500,0.062500,0.437500,0.437500,-0.375000,0.343750,
37082,Long,1,5474.00,725.0000,0.750000,1.250000,1000.000000,0.837500,0.472444,0.250312,0.063527,0.147420,0.125864,0.047115,0.069171,0.048488,0.076790,0.142417,0.058018,0.110883,0.084691,0.025617,0.001000,0.306965,0.170439,0.001551,2.655678,0.250000,0.750000,0.312500,0.750000,0.250000,0.437500,
37083,Short,0,-1713.50,765.0000,0.687500,1.687500,1000.000000,0.825000,0.384972,0.259688,0.074939,0.047016,0.005999,0.048064,0.172102,0.228043,0.154567,0.119728,0.112437,0.027904,0.009201,0.001000,0.001000,0.372039,0.041799,-0.000488,4.350174,-0.468750,-0.781250,-0.218750,-0.656250,-1.218750,0.281250,
