37064,Short,1,2251.80,630.0000,0.104000,0.097000,42000.000000,0.032600,0.017533,0.001760,0.604943,0.386143,0.001000,0.001000,0.001000,0.001000,0.001000,0.001000,0.001000,0.001000,0.001000,0.001000,0.008914,0.007382,0.016630,-0.000040,2.406264,0.002000,0.029000,-0.068000,-0.053000,0.002000,0.100500,
37071,Long,0,-5487.60,650.0000,0.026500,0.062500,42000.000000,0.019100,0.006416,0.003775,0.038805,0.029876,0.007212,0.070055,0.014766,0.037431,0.106456,0.158310,0.357830,0.107486,0.066964,0.001000,0.004808,0.007649,0.762946,0.000346,1.998724,0.020000,0.008500,0.003500,0.012000,-0.024000,0.006000,
37075,Short,0,-1203.60,630.0000,0.027000,0.050000,42000.000000,0.019800,0.009775,0.004095,0.040000,0.106667,0.001000,0.045000,0.031111,0.017778,0.046111,0.159444,0.049444,0.121111,0.116667,0.148333,0.118333,0.009662,0.742051,0.000622,1.560858,0.000000,-0.003500,0.005000,-0.020500,-0.012000,0.002000,
37077,Short,0,-10152.00,590.0000,0.022000,0.044000,42000.000000,0.023200,0.011750,0.004535,0.043186,0.037908,0.143954,0.095489,0.132917,0.031190,0.001000,0.048944,0.015355,0.011516,0.157869,0.215931,0.065739,0.003111,0.833014,0.000757,2.657752,0.000000,-0.002000,-0.008000,0.006000,-0.011000,0.002300,
37084,Short,0,-10378.20,575.0000,0.018000,0.039600,42000.000000,0.019720,0.011144,0.005521,0.021314,0.048845,0.038632,0.056838,0.088366,0.035524,0.103464,0.244227,0.210924,0.093250,0.001000,0.001000,0.058615,0.005122,0.683015,0.000310,3.462356,0.019900,0.031000,0.018000,0.031000,0.019900,0.000000,
37091,Long,0,-10396.80,640.0000,0.016500,0.037500,42000.000000,0.020600,0.008883,0.006551,0.230769,0.056777,0.070513,0.164835,0.179487,0.077839,0.036630,0.001000,0.014652,0.003663,0.010989,0.073260,0.080586,0.000180,0.729311,0.000393,0.696464,0.003000,-0.006000,0.000500,-0.000500,-0.020500,0.000700,
37091,Short,1,7526.40,820.0000,0.018000,0.037500,42000.000000,0.020600,0.008883,0.006551,0.017647,0.107059,0.108235,0.053529,0.002353,0.031176,0.001000,0.090588,0.068235,0.195294,0.065294,0.075882,0.184706,0.009048,0.035584,0.000049,0.525097,0.001000,0.002000,-0.003000,0.006000,0.001000,0.015800,
37092,Long,1,13884.00,725.0000,0.017500,0.041500,42000.000000,0.020800,0.008083,0.006761,0.040541,0.067568,0.001000,0.034749,0.103282,0.177606,0.244208,0.107143,0.150579,0.035714,0.011583,0.023166,0.003861,0.003473,0.526372,0.000193,0.372278,-0.000500,0.002500,0.003000,-0.001000,-0.021000,0.002000,
37095,Short,0,-10670.40,800.0000,0.012400,0.030000,42000.000000,0.019900,0.010524,0.007031,0.008197,0.024590,0.001000,0.016393,0.004098,0.015369,0.162910,0.207992,0.284836,0.182377,0.057377,0.015369,0.020492,0.005835,0.287945,0.000065,0.312182,-0.016500,-0.019500,-0.001900,-0.010900,-0.019500,0.000000,
37095,Short,0,-10670.40,820.0000,0.012400,0.030000,42000.000000,0.019900,0.010524,0.007031,0.024368,0.054152,0.001000,0.052347,0.016245,0.032491,0.143502,0.183213,0.250903,0.160650,0.050542,0.013538,0.018051,0.004718,0.410069,0.000088,0.339070,-0.016500,-0.019500,-0.001900,-0.010900,-0.019500,0.000000,
